ID,post_author,post_date,post_date_gmt,post_content,post_title,post_excerpt,post_status,comment_status,ping_status,post_password,post_name,to_ping,pinged,post_modified,post_modified_gmt,post_content_filtered,post_parent,guid,menu_order,post_type,post_mime_type,comment_count
28,1,2024-04-29 10:42:02,2024-04-29 10:42:02,"{""fontFamily"":""Inter"",""fontStyle"":""normal"",""fontWeight"":""600"",""src"":""http://petpalace.test/wp-content/uploads/fonts/UcCO3FwrK3iLTeHuS_fvQtMwCp50KnMw2boKoduKmMEVuGKYMZ1rib2Bg-4.woff2"",""preview"":""https://s.w.org/images/fonts/17.7/previews/inter/inter-600-normal.svg""}",inter;normal;600;100%;U+0-10FFFF,,publish,closed,closed,,internormal600100u0-10ffff,,,2024-04-29 10:42:02,2024-04-29 10:42:02,,14,http://petpalace.test/2024/04/29/internormal600100u0-10ffff/,0,wp_font_face,,0
29,1,2024-04-29 10:42:02,2024-04-29 10:42:02,"{""fontFamily"":""\""Bodoni Moda\"""",""fontStyle"":""normal"",""fontWeight"":""400"",""src"":""http://petpalace.test/wp-content/uploads/fonts/aFT67PxzY382XsXX63LUYL6GYFcan6NJrKp-VPjfJMShrpsGFUt8oU7awIVytVjMYwE.woff2"",""preview"":""https://s.w.org/images/fonts/17.7/previews/bodoni-moda/bodoni-moda-400-normal.svg""}",bodoni moda;normal;400;100%;U+0-10FFFF,,publish,closed,closed,,bodoni-modanormal400100u0-10ffff,,,2024-04-29 10:42:02,2024-04-29 10:42:02,,15,http://petpalace.test/2024/04/29/bodoni-modanormal400100u0-10ffff/,0,wp_font_face,,0
30,1,2024-04-29 10:42:03,2024-04-29 10:42:03,"{""fontFamily"":""\""Bodoni Moda\"""",""fontStyle"":""italic"",""fontWeight"":""400"",""src"":""http://petpalace.test/wp-content/uploads/fonts/aFT07PxzY382XsXX63LUYJSPUqb0pL6OQqxrZLnVbvZedvJtj-V7tIaZKMN4tHrJcwHqoQ.woff2"",""preview"":""https://s.w.org/images/fonts/17.7/previews/bodoni-moda/bodoni-moda-400-italic.svg""}",bodoni moda;italic;400;100%;U+0-10FFFF,,publish,closed,closed,,bodoni-modaitalic400100u0-10ffff,,,2024-04-29 10:42:03,2024-04-29 10:42:03,,15,http://petpalace.test/2024/04/29/bodoni-modaitalic400100u0-10ffff/,0,wp_font_face,,0
31,1,2024-04-29 10:42:03,2024-04-29 10:42:03,"{""fontFamily"":""Overpass"",""fontStyle"":""normal"",""fontWeight"":""300"",""src"":""http://petpalace.test/wp-content/uploads/fonts/qFda35WCmI96Ajtm83upeyoaX6QPnlo6ovPrPJCLtce-og.woff2"",""preview"":""https://s.w.org/images/fonts/17.7/previews/overpass/overpass-300-normal.svg""}",overpass;normal;300;100%;U+0-10FFFF,,publish,closed,closed,,overpassnormal300100u0-10ffff,,,2024-04-29 10:42:03,2024-04-29 10:42:03,,16,http://petpalace.test/2024/04/29/overpassnormal300100u0-10ffff/,0,wp_font_face,,0
32,1,2024-04-29 10:42:03,2024-04-29 10:42:03,"{""fontFamily"":""Overpass"",""fontStyle"":""normal"",""fontWeight"":""400"",""src"":""http://petpalace.test/wp-content/uploads/fonts/qFda35WCmI96Ajtm83upeyoaX6QPnlo6_PPrPJCLtce-og.woff2"",""preview"":""https://s.w.org/images/fonts/17.7/previews/overpass/overpass-400-normal.svg""}",overpass;normal;400;100%;U+0-10FFFF,,publish,closed,closed,,overpassnormal400100u0-10ffff,,,2024-04-29 10:42:03,2024-04-29 10:42:03,,16,http://petpalace.test/2024/04/29/overpassnormal400100u0-10ffff/,0,wp_font_face,,0
33,1,2024-04-29 10:42:03,2024-04-29 10:42:03,"{""fontFamily"":""Overpass"",""fontStyle"":""italic"",""fontWeight"":""300"",""src"":""http://petpalace.test/wp-content/uploads/fonts/qFdU35WCmI96Ajtm81GgSdXCNs-VMF0vNLBdepqKl8Kuosgz.woff2"",""preview"":""https://s.w.org/images/fonts/17.7/previews/overpass/overpass-300-italic.svg""}",overpass;italic;300;100%;U+0-10FFFF,,publish,closed,closed,,overpassitalic300100u0-10ffff,,,2024-04-29 10:42:03,2024-04-29 10:42:03,,16,http://petpalace.test/2024/04/29/overpassitalic300100u0-10ffff/,0,wp_font_face,,0
34,1,2024-04-29 10:42:03,2024-04-29 10:42:03,"{""fontFamily"":""Overpass"",""fontStyle"":""italic"",""fontWeight"":""400"",""src"":""http://petpalace.test/wp-content/uploads/fonts/qFdU35WCmI96Ajtm81GgSdXCNs-VMF0vNLADepqKl8Kuosgz.woff2"",""preview"":""https://s.w.org/images/fonts/17.7/previews/overpass/overpass-400-italic.svg""}",overpass;italic;400;100%;U+0-10FFFF,,publish,closed,closed,,overpassitalic400100u0-10ffff,,,2024-04-29 10:42:03,2024-04-29 10:42:03,,16,http://petpalace.test/2024/04/29/overpassitalic400100u0-10ffff/,0,wp_font_face,,0
35,1,2024-04-29 10:42:03,2024-04-29 10:42:03,"{""fontFamily"":""\""Albert Sans\"""",""fontStyle"":""normal"",""fontWeight"":""700"",""src"":""http://petpalace.test/wp-content/uploads/fonts/i7dZIFdwYjGaAMFtZd_QA3xXSKZqhr-TenSHTJT_qY32TxAj1g.woff2"",""preview"":""https://s.w.org/images/fonts/17.7/previews/albert-sans/albert-sans-700-normal.svg""}",albert sans;normal;700;100%;U+0-10FFFF,,publish,closed,closed,,albert-sansnormal700100u0-10ffff,,,2024-04-29 10:42:03,2024-04-29 10:42:03,,17,http://petpalace.test/2024/04/29/albert-sansnormal700100u0-10ffff/,0,wp_font_face,,0
36,1,2024-04-29 10:42:03,2024-04-29 10:42:03,"{""fontFamily"":""\""Albert Sans\"""",""fontStyle"":""italic"",""fontWeight"":""700"",""src"":""http://petpalace.test/wp-content/uploads/fonts/i7dfIFdwYjGaAMFtZd_QA1Zeelmy79QJ1HOSY9Dw6If3bRUz1r5t.woff2"",""preview"":""https://s.w.org/images/fonts/17.7/previews/albert-sans/albert-sans-700-italic.svg""}",albert sans;italic;700;100%;U+0-10FFFF,,publish,closed,closed,,albert-sansitalic700100u0-10ffff,,,2024-04-29 10:42:03,2024-04-29 10:42:03,,17,http://petpalace.test/2024/04/29/albert-sansitalic700100u0-10ffff/,0,wp_font_face,,0
37,1,2024-04-29 10:42:03,2024-04-29 10:42:03,"{""fontFamily"":""Lora"",""fontStyle"":""normal"",""fontWeight"":""400"",""src"":""http://petpalace.test/wp-content/uploads/fonts/0QI6MX1D_JOuGQbT0gvTJPa787weuyJDmKxemMeZ.woff2"",""preview"":""https://s.w.org/images/fonts/17.7/previews/lora/lora-400-normal.svg""}",lora;normal;400;100%;U+0-10FFFF,,publish,closed,closed,,loranormal400100u0-10ffff,,,2024-04-29 10:42:03,2024-04-29 10:42:03,,18,http://petpalace.test/2024/04/29/loranormal400100u0-10ffff/,0,wp_font_face,,0
38,1,2024-04-29 10:42:04,2024-04-29 10:42:04,"{""fontFamily"":""Lora"",""fontStyle"":""italic"",""fontWeight"":""400"",""src"":""http://petpalace.test/wp-content/uploads/fonts/0QI8MX1D_JOuMw_hLdO6T2wV9KnW-MoFkq18ndeZzZ0.woff2"",""preview"":""https://s.w.org/images/fonts/17.7/previews/lora/lora-400-italic.svg""}",lora;italic;400;100%;U+0-10FFFF,,publish,closed,closed,,loraitalic400100u0-10ffff,,,2024-04-29 10:42:04,2024-04-29 10:42:04,,18,http://petpalace.test/2024/04/29/loraitalic400100u0-10ffff/,0,wp_font_face,,0
39,1,2024-04-29 10:42:04,2024-04-29 10:42:04,"{""fontFamily"":""Montserrat"",""fontStyle"":""normal"",""fontWeight"":""500"",""src"":""http://petpalace.test/wp-content/uploads/fonts/JTUHjIg1_i6t8kCHKm4532VJOt5-QNFgpCtZ6Ew7Y3tcoqK5.woff2"",""preview"":""https://s.w.org/images/fonts/17.7/previews/montserrat/montserrat-500-normal.svg""}",montserrat;normal;500;100%;U+0-10FFFF,,publish,closed,closed,,montserratnormal500100u0-10ffff,,,2024-04-29 10:42:04,2024-04-29 10:42:04,,19,http://petpalace.test/2024/04/29/montserratnormal500100u0-10ffff/,0,wp_font_face,,0
40,1,2024-04-29 10:42:04,2024-04-29 10:42:04,"{""fontFamily"":""Montserrat"",""fontStyle"":""normal"",""fontWeight"":""700"",""src"":""http://petpalace.test/wp-content/uploads/fonts/JTUHjIg1_i6t8kCHKm4532VJOt5-QNFgpCuM70w7Y3tcoqK5.woff2"",""preview"":""https://s.w.org/images/fonts/17.7/previews/montserrat/montserrat-700-normal.svg""}",montserrat;normal;700;100%;U+0-10FFFF,,publish,closed,closed,,montserratnormal700100u0-10ffff,,,2024-04-29 10:42:04,2024-04-29 10:42:04,,19,http://petpalace.test/2024/04/29/montserratnormal700100u0-10ffff/,0,wp_font_face,,0
41,1,2024-04-29 10:42:04,2024-04-29 10:42:04,"{""fontFamily"":""Montserrat"",""fontStyle"":""italic"",""fontWeight"":""500"",""src"":""http://petpalace.test/wp-content/uploads/fonts/JTUFjIg1_i6t8kCHKm459Wx7xQYXK0vOoz6jq5Z9aXp-p7K5ILg.woff2"",""preview"":""https://s.w.org/images/fonts/17.7/previews/montserrat/montserrat-500-italic.svg""}",montserrat;italic;500;100%;U+0-10FFFF,,publish,closed,closed,,montserratitalic500100u0-10ffff,,,2024-04-29 10:42:04,2024-04-29 10:42:04,,19,http://petpalace.test/2024/04/29/montserratitalic500100u0-10ffff/,0,wp_font_face,,0
42,1,2024-04-29 10:42:04,2024-04-29 10:42:04,"{""fontFamily"":""Montserrat"",""fontStyle"":""italic"",""fontWeight"":""700"",""src"":""http://petpalace.test/wp-content/uploads/fonts/JTUFjIg1_i6t8kCHKm459Wx7xQYXK0vOoz6jq0N6aXp-p7K5ILg.woff2"",""preview"":""https://s.w.org/images/fonts/17.7/previews/montserrat/montserrat-700-italic.svg""}",montserrat;italic;700;100%;U+0-10FFFF,,publish,closed,closed,,montserratitalic700100u0-10ffff,,,2024-04-29 10:42:04,2024-04-29 10:42:04,,19,http://petpalace.test/2024/04/29/montserratitalic700100u0-10ffff/,0,wp_font_face,,0
43,1,2024-04-29 10:42:04,2024-04-29 10:42:04,"{""fontFamily"":""Arvo"",""fontStyle"":""normal"",""fontWeight"":""400"",""src"":""http://petpalace.test/wp-content/uploads/fonts/tDbD2oWUg0MKmSUa7Lzr7vs.woff2"",""preview"":""https://s.w.org/images/fonts/17.7/previews/arvo/arvo-400-normal.svg""}",arvo;normal;400;100%;U+0-10FFFF,,publish,closed,closed,,arvonormal400100u0-10ffff,,,2024-04-29 10:42:04,2024-04-29 10:42:04,,20,http://petpalace.test/2024/04/29/arvonormal400100u0-10ffff/,0,wp_font_face,,0
44,1,2024-04-29 10:42:04,2024-04-29 10:42:04,"{""fontFamily"":""Arvo"",""fontStyle"":""italic"",""fontWeight"":""400"",""src"":""http://petpalace.test/wp-content/uploads/fonts/tDbN2oWUg0MKqSIQ7Z7u_vvijQ.woff2"",""preview"":""https://s.w.org/images/fonts/17.7/previews/arvo/arvo-400-italic.svg""}",arvo;italic;400;100%;U+0-10FFFF,,publish,closed,closed,,arvoitalic400100u0-10ffff,,,2024-04-29 10:42:04,2024-04-29 10:42:04,,20,http://petpalace.test/2024/04/29/arvoitalic400100u0-10ffff/,0,wp_font_face,,0
45,1,2024-04-29 10:42:05,2024-04-29 10:42:05,"{""fontFamily"":""Rubik"",""fontStyle"":""normal"",""fontWeight"":""400"",""src"":""http://petpalace.test/wp-content/uploads/fonts/iJWZBXyIfDnIV5PNhY1KTN7Z-Yh-B4i1VU80V4bVkA.woff2"",""preview"":""https://s.w.org/images/fonts/17.7/previews/rubik/rubik-400-normal.svg""}",rubik;normal;400;100%;U+0-10FFFF,,publish,closed,closed,,rubiknormal400100u0-10ffff,,,2024-04-29 10:42:05,2024-04-29 10:42:05,,21,http://petpalace.test/2024/04/29/rubiknormal400100u0-10ffff/,0,wp_font_face,,0
46,1,2024-04-29 10:42:05,2024-04-29 10:42:05,"{""fontFamily"":""Rubik"",""fontStyle"":""normal"",""fontWeight"":""800"",""src"":""http://petpalace.test/wp-content/uploads/fonts/iJWZBXyIfDnIV5PNhY1KTN7Z-Yh-h4-1VU80V4bVkA.woff2"",""preview"":""https://s.w.org/images/fonts/17.7/previews/rubik/rubik-800-normal.svg""}",rubik;normal;800;100%;U+0-10FFFF,,publish,closed,closed,,rubiknormal800100u0-10ffff,,,2024-04-29 10:42:05,2024-04-29 10:42:05,,21,http://petpalace.test/2024/04/29/rubiknormal800100u0-10ffff/,0,wp_font_face,,0
47,1,2024-04-29 10:42:05,2024-04-29 10:42:05,"{""fontFamily"":""Rubik"",""fontStyle"":""italic"",""fontWeight"":""400"",""src"":""http://petpalace.test/wp-content/uploads/fonts/iJWbBXyIfDnIV7nEt3KSJbVDV49rz8tdE0U1dYPFkJ1O.woff2"",""preview"":""https://s.w.org/images/fonts/17.7/previews/rubik/rubik-400-italic.svg""}",rubik;italic;400;100%;U+0-10FFFF,,publish,closed,closed,,rubikitalic400100u0-10ffff,,,2024-04-29 10:42:05,2024-04-29 10:42:05,,21,http://petpalace.test/2024/04/29/rubikitalic400100u0-10ffff/,0,wp_font_face,,0
48,1,2024-04-29 10:42:05,2024-04-29 10:42:05,"{""fontFamily"":""Rubik"",""fontStyle"":""italic"",""fontWeight"":""800"",""src"":""http://petpalace.test/wp-content/uploads/fonts/iJWbBXyIfDnIV7nEt3KSJbVDV49rz8vdFEU1dYPFkJ1O.woff2"",""preview"":""https://s.w.org/images/fonts/17.7/previews/rubik/rubik-800-italic.svg""}",rubik;italic;800;100%;U+0-10FFFF,,publish,closed,closed,,rubikitalic800100u0-10ffff,,,2024-04-29 10:42:05,2024-04-29 10:42:05,,21,http://petpalace.test/2024/04/29/rubikitalic800100u0-10ffff/,0,wp_font_face,,0
49,1,2024-04-29 10:42:05,2024-04-29 10:42:05,"{""fontFamily"":""Newsreader"",""fontStyle"":""normal"",""fontWeight"":""400"",""src"":""http://petpalace.test/wp-content/uploads/fonts/cY9qfjOCX1hbuyalUrK49dLac06G1ZGsZBtoBCzBDXXD9JVF438weI_ACexEPjCggA.woff2"",""preview"":""https://s.w.org/images/fonts/17.7/previews/newsreader/newsreader-400-normal.svg""}",newsreader;normal;400;100%;U+0-10FFFF,,publish,closed,closed,,newsreadernormal400100u0-10ffff,,,2024-04-29 10:42:05,2024-04-29 10:42:05,,22,http://petpalace.test/2024/04/29/newsreadernormal400100u0-10ffff/,0,wp_font_face,,0
50,1,2024-04-29 10:42:05,2024-04-29 10:42:05,"{""fontFamily"":""Newsreader"",""fontStyle"":""italic"",""fontWeight"":""400"",""src"":""http://petpalace.test/wp-content/uploads/fonts/cY9kfjOCX1hbuyalUrK439vogqC9yFZCYg7oRZaLP4obnf7fTXglsMwoT-ZFHDWwgECi.woff2"",""preview"":""https://s.w.org/images/fonts/17.7/previews/newsreader/newsreader-400-italic.svg""}",newsreader;italic;400;100%;U+0-10FFFF,,publish,closed,closed,,newsreaderitalic400100u0-10ffff,,,2024-04-29 10:42:05,2024-04-29 10:42:05,,22,http://petpalace.test/2024/04/29/newsreaderitalic400100u0-10ffff/,0,wp_font_face,,0
51,1,2024-04-29 10:42:05,2024-04-29 10:42:05,"{""fontFamily"":""Cormorant"",""fontStyle"":""normal"",""fontWeight"":""400"",""src"":""http://petpalace.test/wp-content/uploads/fonts/H4c2BXOCl9bbnla_nHIA47NMUjsNbCVrFhFTQ7Fg7A2uwYs.woff2"",""preview"":""https://s.w.org/images/fonts/17.7/previews/cormorant/cormorant-400-normal.svg""}",cormorant;normal;400;100%;U+0-10FFFF,,publish,closed,closed,,cormorantnormal400100u0-10ffff,,,2024-04-29 10:42:05,2024-04-29 10:42:05,,23,http://petpalace.test/2024/04/29/cormorantnormal400100u0-10ffff/,0,wp_font_face,,0
52,1,2024-04-29 10:42:06,2024-04-29 10:42:06,"{""fontFamily"":""Cormorant"",""fontStyle"":""normal"",""fontWeight"":""500"",""src"":""http://petpalace.test/wp-content/uploads/fonts/H4c2BXOCl9bbnla_nHIA47NMUjsNbCVrFiNTQ7Fg7A2uwYs.woff2"",""preview"":""https://s.w.org/images/fonts/17.7/previews/cormorant/cormorant-500-normal.svg""}",cormorant;normal;500;100%;U+0-10FFFF,,publish,closed,closed,,cormorantnormal500100u0-10ffff,,,2024-04-29 10:42:06,2024-04-29 10:42:06,,23,http://petpalace.test/2024/04/29/cormorantnormal500100u0-10ffff/,0,wp_font_face,,0
53,1,2024-04-29 10:42:06,2024-04-29 10:42:06,"{""fontFamily"":""Cormorant"",""fontStyle"":""italic"",""fontWeight"":""400"",""src"":""http://petpalace.test/wp-content/uploads/fonts/H4c0BXOCl9bbnla_nHIq6oGzilJm9otsA9kQq_dq7S-r0YvxdA.woff2"",""preview"":""https://s.w.org/images/fonts/17.7/previews/cormorant/cormorant-400-italic.svg""}",cormorant;italic;400;100%;U+0-10FFFF,,publish,closed,closed,,cormorantitalic400100u0-10ffff,,,2024-04-29 10:42:06,2024-04-29 10:42:06,,23,http://petpalace.test/2024/04/29/cormorantitalic400100u0-10ffff/,0,wp_font_face,,0
54,1,2024-04-29 10:42:06,2024-04-29 10:42:06,"{""fontFamily"":""Cormorant"",""fontStyle"":""italic"",""fontWeight"":""500"",""src"":""http://petpalace.test/wp-content/uploads/fonts/H4c0BXOCl9bbnla_nHIq6oGzilJm9otsA9kQmfdq7S-r0YvxdA.woff2"",""preview"":""https://s.w.org/images/fonts/17.7/previews/cormorant/cormorant-500-italic.svg""}",cormorant;italic;500;100%;U+0-10FFFF,,publish,closed,closed,,cormorantitalic500100u0-10ffff,,,2024-04-29 10:42:06,2024-04-29 10:42:06,,23,http://petpalace.test/2024/04/29/cormorantitalic500100u0-10ffff/,0,wp_font_face,,0
55,1,2024-04-29 10:42:06,2024-04-29 10:42:06,"{""fontFamily"":""\""Work Sans\"""",""fontStyle"":""normal"",""fontWeight"":""400"",""src"":""http://petpalace.test/wp-content/uploads/fonts/QGY_z_wNahGAdqQ43RhVcIgYT2Xz5u32K0nXNi0Dp6_cOyA.woff2"",""preview"":""https://s.w.org/images/fonts/17.7/previews/work-sans/work-sans-400-normal.svg""}",work sans;normal;400;100%;U+0-10FFFF,,publish,closed,closed,,work-sansnormal400100u0-10ffff,,,2024-04-29 10:42:06,2024-04-29 10:42:06,,24,http://petpalace.test/2024/04/29/work-sansnormal400100u0-10ffff/,0,wp_font_face,,0
56,1,2024-04-29 10:42:06,2024-04-29 10:42:06,"{""fontFamily"":""\""Work Sans\"""",""fontStyle"":""italic"",""fontWeight"":""400"",""src"":""http://petpalace.test/wp-content/uploads/fonts/QGY9z_wNahGAdqQ43Rh_ebrnlwyYfEPxPoGU3msJpo3ZKyDSQQ.woff2"",""preview"":""https://s.w.org/images/fonts/17.7/previews/work-sans/work-sans-400-italic.svg""}",work sans;italic;400;100%;U+0-10FFFF,,publish,closed,closed,,work-sansitalic400100u0-10ffff,,,2024-04-29 10:42:06,2024-04-29 10:42:06,,24,http://petpalace.test/2024/04/29/work-sansitalic400100u0-10ffff/,0,wp_font_face,,0
57,1,2024-04-29 10:42:06,2024-04-29 10:42:06,"{""fontFamily"":""Raleway"",""fontStyle"":""normal"",""fontWeight"":""700"",""src"":""http://petpalace.test/wp-content/uploads/fonts/1Ptxg8zYS_SKggPN4iEgvnHyvveLxVs9pYCKNLA3JC9c.woff2"",""preview"":""https://s.w.org/images/fonts/17.7/previews/raleway/raleway-700-normal.svg""}",raleway;normal;700;100%;U+0-10FFFF,,publish,closed,closed,,ralewaynormal700100u0-10ffff,,,2024-04-29 10:42:06,2024-04-29 10:42:06,,25,http://petpalace.test/2024/04/29/ralewaynormal700100u0-10ffff/,0,wp_font_face,,0
58,1,2024-04-29 10:42:07,2024-04-29 10:42:07,"{""fontFamily"":""Raleway"",""fontStyle"":""italic"",""fontWeight"":""700"",""src"":""http://petpalace.test/wp-content/uploads/fonts/1Pt_g8zYS_SKggPNyCgSQamb1W0lwk4S4Y_LPrEVIT9c2c8.woff2"",""preview"":""https://s.w.org/images/fonts/17.7/previews/raleway/raleway-700-italic.svg""}",raleway;italic;700;100%;U+0-10FFFF,,publish,closed,closed,,ralewayitalic700100u0-10ffff,,,2024-04-29 10:42:07,2024-04-29 10:42:07,,25,http://petpalace.test/2024/04/29/ralewayitalic700100u0-10ffff/,0,wp_font_face,,0
59,1,2024-05-07 07:09:02,0000-00-00 00:00:00,,Auto Draft,,auto-draft,open,open,,,,,2024-05-07 07:09:02,0000-00-00 00:00:00,,0,http://petpalace.test/?p=59,0,post,,0
60,1,2024-05-07 07:22:35,2024-05-07 07:22:35,"Välkommen till Chicken Healthy Growth Puppy All Breed - Valpens bästa vän för en sund och glad uppväxt!

Med en imponerande 40% färsk kyckling och hela 73% animalier, inklusive färskt kött, oljor och fett, är vårt foder utformat för att ge din valp den bästa möjliga starten i livet. Vår unika blandning av ingredienser ger en hög protein- och fetthalt som är perfekt anpassad för den växande valpens behov.

Vår Chicken Healthy Growth är ett skonsamt valpfoder fritt från vete och gluten, vilket gör det lätt att smälta och snällt mot valpens känsliga mage. Dessutom är det packat med DHA för att främja korrekt utveckling av valpens kognitiva funktioner, så din lilla vän kan bli en riktig Einstein.

Vår Chicken Healthy Growth är inte bara för valpar - det är även perfekt för dräktiga eller digivande tikar, så att hela din fyrbenta familj kan njuta av de fantastiska fördelarna!

Slutligen kan du vara säker på att alla våra råvaror produceras inom EU, vilket garanterar högsta kvalitet och säkerhet för din valp.

Några viktiga punkter att komma ihåg:
<ul>
 	<li>Komplett helfoder för valpar med 40% färsk kyckling.</li>
 	<li>Innehåller 73% animalier, inklusive färskt kött, oljor och fett.</li>
 	<li>Skonsamt valpfoder fritt från vete och gluten.</li>
 	<li>Hög protein- och fetthalt anpassad för den växande valpens behov.</li>
 	<li>Innehåller DHA för korrekt utveckling av kognitiva funktioner.</li>
 	<li>Lättsmält foder som stödjer valpens omogna immunförsvar.</li>
 	<li>Innehåller laxolja för frisk hud och blank päls.</li>
 	<li>Prebiotiska fibrer för god tarmfunktion.</li>
 	<li>Även lämpligt för dräktiga/digivande tikar.</li>
 	<li>Alla råvaror produceras inom EU.</li>
</ul>",Chicken Puppy All Breed,,publish,open,closed,,chicken-puppy-all-breed,,,2024-05-07 07:48:12,2024-05-07 07:48:12,,0,http://petpalace.test/?post_type=product&#038;p=60,0,product,,0
61,1,2024-05-07 07:15:06,2024-05-07 07:15:06,,1 (1),,inherit,open,closed,,1-1,,,2024-05-07 07:15:06,2024-05-07 07:15:06,,60,http://petpalace.test/wp-content/uploads/2024/05/1-1.png,0,attachment,image/png,0
62,1,2024-05-07 07:20:47,2024-05-07 07:20:47,,Chicken Puppy All Breed - 2 kg,storlek: 2 kg,publish,closed,closed,,chicken-puppy-all-breed-2-kg,,,2024-05-07 07:48:11,2024-05-07 07:48:11,,60,http://petpalace.test/?post_type=product_variation&p=62,1,product_variation,,0
63,1,2024-05-07 07:20:47,2024-05-07 07:20:47,,Chicken Puppy All Breed - 6 kg,storlek: 6 kg,publish,closed,closed,,chicken-puppy-all-breed-6-kg,,,2024-05-07 07:48:11,2024-05-07 07:48:11,,60,http://petpalace.test/?post_type=product_variation&p=63,2,product_variation,,0
64,1,2024-05-07 07:20:47,2024-05-07 07:20:47,,Chicken Puppy All Breed - 12 kg,storlek: 12 kg,publish,closed,closed,,chicken-puppy-all-breed-12-kg,,,2024-05-07 07:48:11,2024-05-07 07:48:11,,60,http://petpalace.test/?post_type=product_variation&p=64,3,product_variation,,0
65,1,2024-05-07 07:30:12,2024-05-07 07:30:12,"Välkommen till Zoo Good Turkey Light &amp; Senior All Breed – det ultimata valet för vuxna hundar med lägre aktivitetsnivåer eller specifika kostbehov. Med vårt kompletta helfoder kan du vara säker på att din fyrbenta vän får all den näring den behöver för att må bra och leva sitt bästa liv!

Vi har noga utvalda ingredienser för att skapa en måltid som din hund kommer älska. Med hela 40% färskt kalkonkött och en imponerande 58% animalisk råvara, inklusive färskt kött, oljor och fett, ger vi din hund en smakfull och näringsrik måltid varje dag.

Vårt torrfoder är lättsmält och har en hög proteinhalt samt låg fetthalt, vilket gör det lämpligt även för vuxna hundar som är överviktiga eller har en tendens att gå upp i vikt. De höga nivåerna av fibrer främjar mättnadskänslan och en god tarmfunktion, vilket är viktigt för att hålla din hund frisk och i form.
Vårt foder innehåller inget gluten eller vete, vilket minskar risken för allergiska reaktioner och främjar en övergripande hälsa och välbefinnande. Du kan vara trygg i att alla våra råvaror produceras inom EU, vilket garanterar högsta kvalitet och säkerhet för din hunds måltider.

Ge din hund det bästa och välj Zoo Good Turkey Light &amp; Senior All Breed idag för en lyckligare, friskare och mer energisk hund!

<strong>Några viktiga punkter att komma ihåg:</strong>
<ul>
 	<li>Komplett helfoder för vuxna hundar från 12 månader med lägre aktivitetsnivåer.</li>
 	<li>Innehåller 40% färskt kalkonkött.</li>
 	<li>58% animalisk råvara, inklusive färskt kött, oljor och fett.</li>
 	<li>Lättsmält torrfoder med hög proteinhalt och låg fetthalt.</li>
 	<li>Höga nivåer av fibrer främjar mättnadskänsla och en god tarmfunktion.</li>
 	<li>Innehåller L-karnitin och antioxidanter för att stödja fettmetabolismen och minimera risken för oxidativ skada.</li>
 	<li>Tillsatt L-metionin som skyddar kroppens celler från fria radikaler.</li>
 	<li>Gluten- och vetefritt.</li>
 	<li>Alla råvaror produceras inom EU.</li>
</ul>",Turkey Light & Senior All Breed,,publish,open,closed,,turkey-light-senior-all-breed,,,2024-05-07 07:45:32,2024-05-07 07:45:32,,0,http://petpalace.test/?post_type=product&#038;p=65,0,product,,0
66,1,2024-05-07 07:28:40,2024-05-07 07:28:40,,Turkey Light & Senior All Breed - 2 kg,storlek: 2 kg,publish,closed,closed,,turkey-light-senior-all-breed-2-kg,,,2024-05-07 07:29:35,2024-05-07 07:29:35,,65,http://petpalace.test/?post_type=product_variation&p=66,1,product_variation,,0
67,1,2024-05-07 07:28:40,2024-05-07 07:28:40,,Turkey Light & Senior All Breed - 6 kg,storlek: 6 kg,publish,closed,closed,,turkey-light-senior-all-breed-6-kg,,,2024-05-07 07:29:35,2024-05-07 07:29:35,,65,http://petpalace.test/?post_type=product_variation&p=67,2,product_variation,,0
68,1,2024-05-07 07:28:40,2024-05-07 07:28:40,,Turkey Light & Senior All Breed - 12 kg,storlek: 12 kg,publish,closed,closed,,turkey-light-senior-all-breed-12-kg,,,2024-05-07 07:29:35,2024-05-07 07:29:35,,65,http://petpalace.test/?post_type=product_variation&p=68,3,product_variation,,0
69,1,2024-05-07 07:30:00,2024-05-07 07:30:00,,5 (1),,inherit,open,closed,,5-1,,,2024-05-07 07:30:00,2024-05-07 07:30:00,,65,http://petpalace.test/wp-content/uploads/2024/05/5-1.png,0,attachment,image/png,0
70,1,2024-05-07 07:38:39,2024-05-07 07:38:39,"ZOO GOOD Puppy Beef and Chicken är ett spannmålsfritt våtfoder för valpar av alla raser upp till 12 månader samt för dräktiga/digivande tikar. Receptet innehåller kyckling och vit fisk tillagat i sin egen köttsaft vilket gör den exceptionellt smaklig. Hög protein- och fetthalt. Omega-3 fettsyror (DHA) för utveckling av valpens kognitiva funktioner. Kan användas som helfoder eller som smaskig topping. 400 g

Innehåller: Kött och animaliska biprodukter 39% (19% kycklinghjärtan, 10% kycklingkött, 10% kycklingmagar), fisk och fiskbiprodukter 26% (vit fisk), laxolja 2%, ärtmjöl 2%, lignocellulosa 0.7%, kalciumkarbonat 0.3%",Dog Puppy Beef/Chicken Burk,,publish,open,closed,,dog-puppy-beef-chicken-burk,,,2024-05-07 07:38:39,2024-05-07 07:38:39,,0,http://petpalace.test/?post_type=product&#038;p=70,0,product,,0
